IDLink,SentimentTitle,SentimentHeadline
GCTzTzamc8,-0.011818504,0.116242243
oGODV2EuYH,0.008698168,-0.029967751
VZKWc175gh,0.011242854,-0.105358984
7jJYF9tGE7,-0.03323356,-0.015526827
twxSfMOuwi,1.96059E-05,0.054706149
wsyvSVFzQ9,0.349894083,-0.065724593
JffltN62WL,0.068832027,-0.057332966
9dg25w8xCE,-0.011258698,-0.042435503
xSlpEOI5Tn,0.061292822,-0.165966313
O8bu6VipIQ,0.152601912,-0.060310812
VZ3UH7EqiN,0.006126282,-0.20927987
rxZu9HOFxy,-0.007588158,0.033002405
Jvbp2nFqBf,0.091462083,0.167238914
c73xCRCZeZ,0.199285208,-0.014112062
5VFyH19vs9,0.064410532,-0.006383092
cMJcCav7dN,0.007697776,-0.016160245
fu0LaCC4LX,0.243265551,0.08614481
mc0tHnsjhI,-0.197991621,0.100020896
oKEJbeQWbw,-0.097889774,-0.040295695
H1Ftj5i14K,0.113118521,-0.007313659
PDxRnatuIN,0.087440045,0.041908784
GMN4U9uvVS,-0.175835431,-0.005925654
YooK6PrmYb,-0.115706387,0.031057698
pNuZnkHaoI,0.004217463,0.03037644
1YUCGX9obP,-0.000242641,-0.010453763
1gpu0AN1Jd,-0.0784905,-0.004099134
FzpMSKvoty,-0.026174784,0.020023269
ygtwoasGM3,0.255491066,0.025170495
g5IDt7G2hw,0.251644108,-0.291841078
Zwyx8zY5Am,-0.24395814,-0.185079071
oQrRONXBsD,0.011290692,-0.164271275
qeSA0zhFOu,-0.046146573,-0.054886023
bzPuO9Jk8x,-0.136234689,0.119057579
hA6vzboDNE,-0.186565565,-0.057588486
0huBB8kewS,-0.003500732,-0.12045194
yEtnr77YLV,-0.003500732,-0.062159973
jg07THWDkU,0.025961887,0.013316151
4ZzO0Hjf9F,0.10878303,-0.052032937
aupzZMWoO0,-0.000977517,0.019799204
45xfGGqZFh,0.001885339,0.020388322
ZdGAH7R4mu,0.048413488,-0.001270874
joqPNpIhQs,0.009273546,0.05399059
p9DSK91LD8,-0.114308331,-0.069107437
7C4Zd80yEX,-0.175835431,-0.005925654
47Uj5EdTK4,-0.105889095,-0.028844649
V66P0tp4Bo,-0.016792905,0.026910781
NEQOlXBmPG,0.025541583,-0.049392751
mIpGS4Uga4,-0.170545186,0.026009462
bPnXtqZvvN,0.212156983,-0.043559203
1gwNaTCrDE,0.084751819,-0.01893655
d6pdfaaIr0,0.003631362,0.155589173
yrVwqWMgR2,0.006877069,0.130897889
FZWFeUcuHl,0.003631362,0.155589173
qyvFEfdFUp,0.069530152,-0.014939505
WvfXaX3NtN,0.038760328,-0.062131578
VB5IHO0KhQ,-0.001007141,0.137702387
1XqZvOLbC1,0.090656397,0.03435561
M1J3YpFUqT,-0.042707748,0.159191815
a0vgb78uNA,0.002169024,0.008371915
up3d5CLXB5,0.001901827,0.083688641
69iLCOftNP,-0.001011954,0.045468087
mz6CLeD1pm,0.001030622,0.011660435
9rsy7d7AZh,-0.070729556,-0.064878887
ZyhmAmGgcu,0.01544805,0.000584585
XOkOHXWSVE,-0.054949042,-0.026877908
JbF91YYq4H,-0.018926608,-0.144044078
NnZEEfIA0t,0.182149235,0.018838452
NYtyb1BHI5,-0.136313237,-0.037197974
ceGGAeX3mv,-0.06967156,0.0488784
9rC6IF2PQl,-0.00906014,0.051050459
6BdsV9gsxR,-0.148795136,-0.015332128
3JrLzGpk3r,0.142251222,-0.131787225
G4H53myUzl,-0.167676015,-0.021400578
G2vpOnoHGg,-0.12023211,0.052864049
pMXvje9kmF,-0.093019642,-0.070602199
aExvJWe65a,-0.006108358,-0.02365367
FGOMdJW0A8,0.053764052,-0.120143643
7BendjJrxA,0.011190741,0.02727614
QaCLFMuNNB,-0.17014464,-0.053780708
0Rgy46jNIh,0.047368869,0.084906547
qfA88qnvjJ,0.009305354,0.030372835
nfWKJSopWF,0.01633405,-0.144067399
82XqmZNwSb,0.01633405,-0.144067399
Co0RDl1wcX,-0.021236087,0.029443553
i9A5ziVUjl,0.094896609,0.054666248
kFipDyxtkm,-0.019531424,0.039058869
ciolbppuqw,-0.037729177,-0.15858298
GYfvE5mLMQ,-0.058861932,-0.036004644
Zen1V0eapr,0.01633405,-0.144067399
weekyVxDth,-0.01283383,-0.103635806
BSqs4TQe2L,-0.102233946,0.0099742
ecftEFTNdV,-0.235743555,0.049102498
HauTiVO6hr,0.089852445,-0.199965442
nE89hBCkOs,-0.10979555,0.02444993
1HAUzbFcaa,-0.009528067,0.031070623
yoqxTIQU8b,0.030465785,-0.037375589
V0tkVjr8Kq,0.030465785,-0.037375589
EcWLihgfdU,0.023469344,-0.000636637
MESmk2uAjE,0.019701239,0.072274714
4sNnbwaRCM,-0.015714604,-0.043205435
cnlGOYpt6C,-0.075983185,-0.041301472
0DD9ElN2JN,0.024803008,-0.04279554
OFFh3Bw0eK,-0.069064168,-0.009791972
HdeVhmHp4R,0.010046784,0.029255935
ifDMPcbpzf,0.210121552,-0.022526687
5X0GeSg44m,-0.045196528,0.024597398
GrYCoxWk1M,0.083501699,-0.191679136
14EocMp8kO,0.222802849,-0.061845625
YyZ3NIvSrZ,-0.073221794,-0.035345099
PyUufvoKPU,-0.020236787,-0.048050479
coIjGgmS6L,0.094477194,0.012643528
1vhlvT4RI7,0.000661826,0.019048026
6xACdvhNY6,0.067787295,-0.03125472
KOVHbwKBYl,0.118785281,0.101089939
qRjj81uF1K,0.061292822,-0.165966313
6FbsW9jPJv,0.042072744,0.070877113
0F8KbfuHgV,-0.003951005,0.023743469
yYsxfErPDt,-0.223008194,-0.00620274
zKanUNV3yt,0.034663553,0.012417472
yC9kMobh9O,-0.030177133,-0.083217895
DtMm1HTT9e,-0.075319928,-0.031212425
vfTxCDTELb,-0.025884621,-0.042033159
qrhUqbEusW,-0.159524999,-0.073260712
do1zqTERn9,-0.087197159,-0.026758314
myRoveYbLf,0.135463059,-0.030715766
hDiFEcgsFt,0.08397461,0.006178164
TqMCHJbuBz,-0.044033637,-0.002463309
l5sL5dru71,0.000366682,0.027163686
IOXsaYav0Y,0.035153422,0.08758786
bt3G4tLx0Q,0.217982312,-0.012618303
DZM8w6vhQ9,0.159941574,-0.061705824
NNIcoLjuPb,-0.001514402,0.05338558
kRHFRbYAtS,-0.005753399,-0.015684829
SZy7z8y9RI,-0.027489733,0.037323394
nINJjpI8iE,0.091344038,-0.109960388
lVqqpYQaew,0.010587864,0.247462035
XRe4Z1rI07,0.021326234,-0.06695873
ubvIQFswWo,-0.064024708,-0.022514647
NFIm95uKqo,0.048917381,-0.042483252
sZErNoCPp8,-0.050092411,-0.020585512
yUYyH0qadP,-0.003368791,-0.149905862
gAW9d8SWif,-0.014598794,0.161379221
CiRNrngOkt,0.020516072,-0.032472756
Fjgp2qYfdt,0.125342198,-0.076392534
kDNnXphpn1,0.24214362,-0.026653797
pnpfVHEFSn,-0.148173718,-0.060989964
qqierk0e93,-0.074068647,-0.054569736
bZypKOlLgx,0.016951587,0.10317174
x27Lk0Ox6i,-0.036639432,-0.082370715
HJlUXqEYXg,0.00924944,0.057165848
Crfw9DvFIo,-0.016940295,0.039831021
CMKrgGqrB3,-0.003244315,-0.123379655
NtTO0AQUdL,0.033286637,0.037859459
1QK6FpJFEg,0.02147473,-0.008882999
dpmSpfUGuK,-0.055538712,-0.043558464
Dg0EsFBwe0,0.062731321,-0.137576232
me1OJ1MA4v,-0.003500732,-0.066863659
cn1XPgQpPz,0.00924944,0.054225814
hxeicx32MO,0.011290692,-0.164271275
2LA0DHrEY1,-0.193852968,-0.029585361
fAmh1fkJLZ,-0.022012011,0.033941546
fFsczFzuSD,-0.030632528,0.065937938
nE9kaxezy9,0.08442525,-0.107481819
edwbwVq34z,-0.004604449,0.026556039
nrWn19zXBh,-0.083285998,0.005805086
CQvgltyjmF,-0.059168027,-0.066506879
eXWpfPBMAh,0.372552398,-0.053653718
O7jzinQLoL,0.133170705,0.014686682
wEZ97I2pn5,0.036205279,0.055445624
PBjQHhD70a,-0.042352636,0.241651233
6mGGXZihbA,-0.096643389,0.114447791
LPMpbd2DNf,-0.01880841,-0.086962526
GqLW2IrMVi,0.093802132,-0.054003583
36yxIPEaEN,0.091038984,-0.013010085
pooJt4g6GJ,0.005189454,-0.034710619
fXZ7A64rF9,-0.000261684,-0.010489142
yw2vdLNXZB,-0.038029175,-0.017814272
YXd1gbAkW3,-0.007281765,0.012904334
x5DCxzxYxL,0.025300972,-0.020452087
Hiu8L0cEz2,-0.107806623,0.001015476
aUFFYwvGFR,0.021745131,-0.089461047
WpzlxFVg5g,0.012816079,-0.002532078
bLGZhoWtHV,0.012816079,0.03405133
o5H69trEna,0.003560146,0.006340247
DuxUeWmLAn,-0.116206273,0.016835749
m9HSnaZMDv,0.027931889,-0.000890951
2uR1a5cirC,0.132006055,0.087805947
ZPN5rMHZaa,-0.150339595,-0.078116824
totKRSVsuz,-0.000261676,0.135357212
qMnTbtlU1G,-0.008029395,-0.032669257
O6jjrafgZF,0.005603323,-0.142747573
feoe3q0fgi,0.000704896,0.150536125
Ka84GOgUmM,0.129279407,0.037586013
jPAfxqw9fY,0.203387398,-0.043559203
ZDKb9auUBh,-0.039389117,-0.045495148
Rt6lPfLF8l,0.239741004,-0.097143054
fWZ2k2Qfqj,-0.060513915,0.305043808
1E3tWHefz3,-0.03949354,-0.103666191
lnW1KOvjR9,-0.074763154,-0.134777425
8OqtqNCf63,0.040601394,-0.165213308
jo8G2e1MJk,-0.023584762,-0.007173301
HEeAiaowt6,0.258313876,-0.233247642
4y7QxsT6Lo,-0.044684858,0.114598532
G2knWe3wP6,-0.135125899,-0.098698774
meqcKYngBs,-0.044033637,-0.002463309
qcKcAsFr2h,0.006603254,0.155589173
sNDVo7V75G,-0.113510636,-0.142429133
O90631X5n8,0.040521641,-0.060979099
4x0o0jUPAA,0.136383212,-0.098682136
CYXJxzG6Ki,-0.027979421,-0.042894192
ctaf4MplCp,0.114841522,0.056840749
lRVZ6Jb7m7,0.035923064,-0.052513663
76A62kd86F,0.005427725,0.008602843
zejGQGbxaC,-0.180942064,0.025062485
vpJhiEUsQr,0.002298904,-0.00252987
Oqnwmi3917,-0.17382161,-0.113009644
igTiRT0b82,0.052500793,-0.020100099
1lHqKdRz8u,-0.112115413,0.006729127
Fd1QXPMa6e,0.253475463,-0.025046306
b2lePuTp5J,-0.015882707,-0.089146571
ueVhszpfRJ,-0.036648005,0.040617104
0py7R3zzAm,0.0052867,0.017425211
bopj9mbp5B,-0.120713498,-0.02183811
FGk44OPTEJ,-0.046802177,-0.138195567
ubBK0ookXF,0.109358902,-0.069468766
rZEBVwfk88,0.076045302,-0.177581351
il0wtoFLUl,0.108881703,-0.209444106
Fv18QMqCLO,-0.017181317,-0.094991341
Bjlrn8j1ZT,-0.018023429,0.070410051
8lhPdx75US,-0.186276994,0.022373608
nvza32qZo2,-0.015206916,-0.01442273
QgiqqmbvMI,-0.015206916,-0.051006138
dSww4NJ4rE,-0.015206916,-0.051006138
Sxm11h9klY,0.005087473,0.181169568
Ws5pJyAKd1,0.051051533,0.040946023
RG6YxmaGh4,0.080808495,0.22046409
gx1HcKAiyC,0.000122676,-0.006381164
PT5TNDW4U5,0.175518244,0.029655408
VKplELjz8R,-0.026239917,-0.115299575
Rkp8smZlCR,0.315035072,-0.064097705
XdM8BzdrIr,-0.058386144,-0.185886639
4Sr29bA3Ty,0.014992307,0.045027299
qWfHFDZudh,-2.73019E-05,-0.028967834
7bjdrAmFJA,0.129423887,-0.012858423
e0Do1tnWbn,-0.010305046,0.198952551
WkbR1etnDL,-0.173969627,-0.053780708
u0XvWKruI0,0.011748261,0.08531745
gi3wY9wI3g,0.375465585,-0.033703205
mxkWSGbu70,0.106315015,0.034987737
tceeOrklpj,-0.006165374,0.090824434
j1XZfPMbqW,-0.027320491,-0.021783262
SYk9M4yYLH,0.080808495,0.22046409
SUL6eofL7m,0.083256335,0.058418509
gvmDibHSIu,0.032383522,-0.149178227
ycGFzFab9m,0.026410367,-0.13162691
O1I8dpOPQd,-0.004913203,0.132636076
so1aqRxKxI,0.078458152,-0.060146567
BKlPbaDcCE,-0.040998097,0.013403523
hY3S8yZYr4,-0.052723907,0.047140382
C9bkERKDh3,0.001901827,0.083688641
KYjZw7Qmz9,-0.047909062,0.015961444
E0yp0B43ix,-0.007970391,0.079530458
OX6nrx1zGm,-0.124196225,-0.10956623
tSjHJKspFW,-0.154265938,0.077695117
2KvEJQ1qte,0.168038607,-0.044258852
Rv8zhNEo1K,0.096883203,0.246156738
C33ZnklZ1Q,0.096883203,0.201094885
ThLTP2f4KB,-0.096490207,-0.019745092
7MZMAaI5uC,-0.154265938,0.069216673
AQmxxeXvY7,-0.009197447,-0.046885115
Oh791QPzvu,0.030630996,0.001552517
GSavj6Tmpm,-0.133151524,-0.054451476
0sk7x8syJm,-0.17310545,0.06451044
CydJClM8xX,-0.131819392,0.101093849
sCNU6VlRii,-0.153497483,0.112104756
vcovKICG6N,-0.138043329,0.003759503
z03zszkdw8,-0.135119189,-0.060673404
yHJylfZm8R,0.009774956,-0.051949827
ryenTpYCxH,0.082930226,-0.048617497
d3lMLwgG4B,0.093611518,0.063654648
caBQDi9Ve1,0.131114425,0.035823919
XqQsJeYm3N,-0.147397687,-0.115201639
qBCdnTw8DM,-0.239169399,0.011736676
ecPITtKIy0,0.007999346,-0.012132423
SICSbMBfho,0.028636034,0.007544227
0XfVvesqpW,-0.014772351,-0.130608396
adXoYD85kL,-0.034424566,-0.191336377
UeJ2Of8f4T,-0.056662563,-0.035074474
0KBUWMwj1M,0.04013978,0.119652503
yGLAzLqAZT,0.025419235,0.060365399
TP6gDoNXhY,0.169064402,-0.077298897
7fJv9nT8eh,0.065063624,0.005301305
6s1AQOhFsV,-0.066544119,0.220432684
wlv1qxQBdS,-0.011199159,-0.157550712
k2LycRj7Sb,0.002157352,-0.107529115
giwpsoC0zv,0.054176706,0.040749541
dslgacwtcB,0.017103002,0.157860295
9onj64Wde2,-0.028574666,-0.071113497
qRX5hW4lXA,-0.012802975,0.135322492
aiLvfYNKws,-0.1748609,0.137421791
QFTtT0Y8q7,-0.007545607,-0.003867538
NwuvTkJkzA,0.026943346,-0.02622415
iieKbECARD,-0.178515419,-0.029476241
3OH6xZsjE3,0.044851688,-0.048374239
1Cde6cWf6h,-0.042034708,0.008539738
CnZbofiGLb,0.04685192,0.021247441
IJu3AK3z8E,0.009984317,0.045027299
d6TBtxjFpw,-0.073533827,-0.074728391
lYYPf5voKT,-0.117736472,0.003968537
EeuM8LXuxW,0.192020867,0.024954552
lLn9kz4K3m,0.11134118,0.003550719
UcaI5wANur,0.051665056,0.100639976
TmddPtrhVl,0.035153422,0.08758786
r1D6qYaOkx,-0.000753844,-0.170444449
a39iLGwHQV,-0.003500732,-0.078207433
NpK9dZT3a0,0.127426585,0.107287369
6ZEJklr07h,-0.099051623,-0.120670459
Md34o9ClXn,-0.01402104,0.009349985
5FeszoTzHI,0.049478072,0.225473094
9PUcn4zMap,0.006302082,0.020203596
8Li8Rd4ckC,-0.042920735,-0.015496757
T3qzPF0pph,0.174743019,0.045817558
ApPAXHGcy0,-0.109483614,-0.007173301
CTi570VNao,-0.006918455,0.133253472
Pbb9SGAloV,-0.281486659,0.060396149
LMEZjvZxDk,-0.073533827,-0.074728391
BdyrXgJaFo,-0.147240099,-0.004582653
ghUOJOTCdS,-0.086306745,0.093934396
Zi2IvhKDgR,0.026865367,0.159014328
CJEo9ubNvC,0.119993506,-0.212154493
X2yC3hWYdZ,-0.01019014,-0.083075201
NaJ0l8BxuB,-0.050394883,-0.062717506
2IQpuNXc2z,0.045850282,-0.102365087
dwijavZson,-0.087958968,-0.094828234
S7uCmD8rx3,0.129423887,-0.012858423
ifLuYTdqVN,-0.031640064,-0.044130297
IEUx06JWN8,0.02631735,0.094452815
20bqlsAMv2,-0.075474543,-0.05704065
uqyXgK1j7h,0.002816166,-0.006000986
CJKDINOBjx,0.030125349,-0.173720926
JmQrm7ZrKn,-0.044375831,0.013184754
dX7drdLRFl,-0.160183866,-0.123646777
vRnF2Q1ciR,-0.002580334,-0.078210146
8AAwGdtK5s,0.160201775,-0.015289689
TozFVnRsgA,0.082566491,0.254108382
QszZpH1AO6,0.023743582,0.02568712
qHRpVueGJr,0.160201775,-0.015289689
ar2k3JVkIW,0.160201775,-0.015289689
M7tEIeyYTh,-0.155567528,-0.126012952
Ns2daAyAov,0.151347383,-0.031746678
ANuuMXA4gi,0.011119499,0.067979226
Vr3UYKdTYK,-0.106078629,0.001123078
UIR36osYGF,0.051665056,0.100639976
tQ465Icmtv,-0.085253648,-0.04770767
BoN76ttwti,0.027122754,-0.037429046
tYhvvn8HE0,-0.140431703,0.196966432
c1MSP8yFO3,0.087481601,0.039704729
WMaRiqUofJ,-0.006152166,0.00243013
t34S1l468r,0.000525814,-0.014943209
MOVK3vGeuh,0.087819802,0.047363745
XMOO5GEqyB,0.00111173,-0.017508752
uECNXivuc3,0.006907767,0.068056764
D2tsS7OYD7,-0.138043329,0.003759503
yr0TK3KmbY,-0.135119189,-0.069151848
vkQoScB1rr,-0.037098253,0.051266001
SGldIiZWKa,0.314776915,0.023895824
HWTPtSpJME,0.021591094,0.150470925
N9pWTZDy7m,-0.030177133,-0.090336255
lDEHuRde6x,0.027625712,0.114448315
IfudcnfrWC,0.001933587,-0.010778048
e558B5T9iT,-0.133535497,-0.030549633
7ofeIeyekY,0.144996065,-0.066740859
CUQpSTK1Lt,0.270468484,-0.001636772
aNJemtPU77,-0.014097686,0.023375343
bf1IZcbwOv,0.147844329,0.056045642
lPPmOlQWNO,-0.014040376,-0.150610576
I0URtBJMl6,0.027947315,0.12233179
YmSNwObA5O,0.041340898,-0.065854702
LQczKy6GQ8,-0.187010094,-0.001835325
U1j2Y4HZJB,0.108583577,0.012431502
Qo0xty67kw,0.006312481,0.000961825
VV1d1jWBiM,0.05029254,0.09852889
DgjFWo91mx,0.060629106,0.212118614
PRRbKjorHX,0.018492723,-0.038877637
E2XtzZohsU,-0.039132747,0.063519263
R46TMhXrPd,-0.080151082,-0.090109355
W3TZiHjUAk,-0.216428929,0.093840761
CjFHzngPJA,0.082073556,-0.00566221
x10dlAhARy,0.075221822,-0.190202378
VQLUpSmBpd,-0.097937553,-0.184775933
NT1n9uukry,-0.015495534,-0.085931781
urczKNR0OH,0.015237514,-0.013821802
ynxIy82YuY,-0.170274349,-0.072878026
zvuLbpXF0u,-0.050527811,0.005739506
OLUg4Qc4Kj,0.053071554,-0.247469446
PoKQMS1Gph,0.094442006,0.025728584
PrXNlSy89H,-0.105625223,-0.032826786
T82azq4tVz,-0.017269237,-0.008742577
SFOOTX93Gj,0.126833395,0.001276375
CWAQppfip5,-0.007271781,-0.036465619
zDa8udyFG7,-0.035865038,0.030931364
OJ2ZMxAKG5,0.09855321,0.069433344
VN5iM5fjDD,-0.035846956,-0.027461384
pfA49olzAr,0.008850222,-0.005671357
nZy00znm4Z,-0.010664307,-0.01321554
F7CoCcpzaT,-0.01322882,-0.102795194
FQ3pNvg4ev,-0.003435022,-0.050162343
2JHpKHHCeb,0.075149975,-0.038030149
dJ5gY47kdj,-0.044645152,-0.046548703
H5IT4mp7w7,0.067355003,-0.1143306
h5iUJzRti3,0.109932404,-0.052664531
7xeguk6rIV,0.016734224,0.026399274
XyzTzxpEYP,-0.056269423,-0.179165259
hQHXgb9QLd,0.002702042,-0.129034008
IhAAK57OTy,0.086177774,-0.070164989
PKslTopjHH,-0.007444407,0.015665334
qbovTmPhyI,0.063972192,0.069300535
tk3tfPC1NL,0.005094697,-0.062820888
vf7NXu6QJN,-0.119476026,-0.100367024
v51n5ByQR1,0.188459385,-0.060306701
cuGO7xioRK,0.039458724,-0.026864183
D16y28KRpT,-0.067803145,-0.043650157
VOqV4ZMSlp,0.00286657,-0.025647328
8SGJyl6uQz,-0.008598193,-0.05150173
YvuxacYh8K,0.155485965,-0.018382621
QLKhSsN6Hd,0.014744157,-0.035116006
0ErkDUIJ8a,0.009984317,0.071032516
nuvGlP9dlb,-0.0356507,0.218493985
NyeUJOYa3D,-0.270551976,-0.011310937
F1Hkf30tpt,-0.04896043,-0.010642652
6upQDSSJwp,0.013762826,-0.086382128
yd7KfdfGcA,-0.008660861,-0.118266571
nhzWJxqRL7,0.146438421,0.13216671
X1NvyFfXgG,-0.003233422,-0.039096373
9Kk7cqC8NI,-0.048814069,0.038498098
HLrlJcH39i,-0.068819447,0.104051176
lRHjBUW9GS,-0.086875584,-0.084989228
JDOLN4zgqu,-0.054445481,0.031139825
FenAVUQOHf,-0.157356817,-0.062144213
YOHhFhw7qQ,0.120071677,0.009173173
o3B1favY2B,-0.063702837,-0.107877333
RxUxwoEpgJ,0.011138443,-0.022068611
IFFWI4GZnc,-0.029937635,-0.026429145
xv04h2PtCn,0.238040519,-0.002190951
JsFYWDjbpw,0.001200935,-0.029454774
V3KLlmw2ZO,0.057100628,-0.001223442
b9CIc4F17Q,-0.090379705,-0.118730235
3Ti13cNtFf,-0.103475018,0.237921358
s0oismgkF4,0.043274267,-0.019286241
bx6Hg0v8f5,-0.009094496,0.01755216
SHpx7JQvs1,0.046236352,0.052375578
MYLhEDYMbo,-0.261571069,0.158691273
vgWb5PCUDN,0.041324799,0.035643001
pRnNW2WK76,-0.003346,-0.133455785
b3scJjkpAD,-0.001625476,0.106081024
As11kDnLuO,0.010591958,-0.021419409
a7z4FaogQu,0.019030175,-0.011653778
NSpacX8TJp,-0.114001995,0.416859563
MDqNgx5Xyv,-0.032492012,-0.098925652
LxygEawzJZ,-0.112860517,-0.004775883
e7MDQFdz3Z,-0.027702645,-0.04254256
0obd1DaSD1,-0.165628915,-0.036309382
xdjbPNVDxb,-0.071311088,0.148885455
zceiF8qB79,-0.05974405,-0.071430651
rK5wtQfizF,-0.080145111,-0.130778203
SB2Evtz1dR,0.020146186,0.165076823
AAfImucEfV,-0.083288541,0.072106342
R3VYfvhiok,-0.169144927,-0.060673404
vqOrSZRXiI,0.0168745,-0.033113989
UHGXa1Llrx,-0.051434646,0.019731406
S1jZIL0IfF,-0.17310545,0.06451044
GBWLr12RTl,0.069407164,0.016303711
CGZU1G2SqZ,0.008294553,-0.0783144
mn3h7635d6,-0.096124496,-0.039395881
MHTsBJO0gw,-0.096124496,-0.042706688
yvCm5xUgiN,0.071913165,0.036459426
6mhsTgRyHH,0.068145059,0.100892333
lPl8YVIXtS,0.071913165,0.06456439
yRRDA897f5,0.184861884,-0.070676595
4oUbVQ110L,-0.049009569,0.014981783
r9lIzZ87Tl,-0.050402128,-0.196328957
f3CPEctmdU,0.313014541,-0.011409642
Y4Nj0noIlA,-0.038675163,-0.006938829
DU1W3XTMH9,-0.039494553,0.002384243
Ta1dpAxFep,-0.068014227,0.083849659
AYYVMieOD7,0.382180372,0.093968618
nCNr11j3cA,0.023722544,0.030372835
qDtdwyF9FO,-0.002236111,-0.033551437
4998pYraCM,0.305975719,-0.022910593
cJhyNjtEM9,-0.096055732,-0.034792343
42uarvSXvd,0.054408634,-0.08340488
inoXywzSSK,-0.008136646,-0.024948408
gDfzkZExTO,-0.096790609,-0.034792343
MI0PRHPjyA,-0.082501885,0.009839811
JoJQIfjBWu,-0.096790609,-0.034792343
J6Wu6Hleys,0.07314429,0.215596149
8KjamdF1Ho,-0.096055732,-0.034792343
9j14QZYAPq,0.080344839,-0.025018152
bGO3AnHJ31,-0.049377813,-0.093678358
FQYmGyLabu,0.024751536,-0.123634264
vaxfGfHc9j,-0.014072795,-0.131145326
W6q7THN9u3,-0.000881686,0.030214021
E5MmYYk9rU,-0.096790609,-0.034792343
3y7Kwtbr5P,0.000888691,0.040852214
EIb6olKVuD,-0.006512583,-0.026192452
Nl0XREMoWs,0.048545488,0.007301695
6wqBnN59Zq,0.003057942,-0.092232244
fOOAVWMaII,0.077444945,0.008779843
d0F7JsLu7x,0.077444945,-0.033849531
MLsZ18rjse,0.03956312,-0.047146237
n5OhfgXgzo,0.03956312,-0.083729645
0UXe66kF01,0.03956312,-0.083729645
vlsMHQuXHN,0.080893651,-0.048921517
fVnjsbl679,-0.020576995,-0.047394056
s0oJvViXmM,0.012987262,-0.005641244
OAveeCgfKg,-0.010913246,0.240267181
FK5AGKA8WZ,0.01550271,-0.083085695
cCFe1GE93w,0.111094385,-0.063806921
J7NwpG5LLZ,-0.010913246,0.203683772
xQKzuXN85M,-0.010913246,0.197637807
o6XNaxaKI4,0.020743705,-0.202926044
Yfal9ddFBb,-0.004294223,0.002472539
i8N8E7z0OE,0.092135203,-0.216523357
D3mmm5usOO,0.082631701,-0.142346298
PMvP26kGrB,-0.001211246,-0.035116006
wJSLBZ7uqT,-0.028231119,-0.084018478
aomXVNaPyD,0.106197195,0.272256328
gLeIbH3VdO,0.031073094,-0.006973091
VLM4PSswz1,0.103117799,-0.008613013
yuD3iSEuAk,-0.165628915,-0.036309382
0O253Gchmm,-0.098782672,-0.054638109
LWP2IxIxfx,-0.077187016,-0.071869159
t5wbzeMhtG,-0.004856335,-0.044615043
6s8wFKLhEG,-0.004302872,-0.012503001
tataCReXUf,-0.062740043,-0.004405138
lYgU5DQX4n,0.095919827,-0.044223755
mmtrognpzl,-0.002111251,-0.139788043
sEFEaXiO7m,-0.045724038,0.01169683
2gMY4ghWbt,-0.059070768,-0.101213387
I78w8S1Uj5,0.15244461,-0.157629848
wtxujqEJ46,0.313014541,0.019944675
17EEFIAeI8,0.080374511,-0.019801939
32V55lN9sJ,-0.035404273,0.01770024
AAEKpZgfyN,0.035761837,0.132705656
v2qXunxFc9,-0.07093281,0.133942151
dKWeHONVTC,-0.064286962,-0.02267655
vXRQJUIi6t,-0.044918151,-0.073133191
3VUCJMOujt,-0.002014699,-0.035548084
5K7uASnP08,0.014161245,0.029574507
mnk9SjzMRe,0.31274559,0.021847697
UCHH3WJe9P,-0.038163511,-0.248594244
eWIwyJAKfh,-0.212651062,0.184543398
EcYn8659rt,-0.055911378,-0.011693898
pjQHACYdnr,-0.154198117,-0.071454896
hFUNuAeEFK,0.015297301,-0.087772103
N7Afy1H3l4,-0.032372923,-0.026732966
PYn7qY9RDS,-0.04155086,0.053049479
cdmdGizA16,-0.122507704,-0.108912167
pcGVErRWCl,-0.075690582,-0.204649625
U14GQDypng,-0.072356704,-0.17995834
m6ezYl0LdB,-0.011392921,0.042209888
OoEElX6WgQ,0.046698735,-0.02984138
eDNk9vV4XM,-0.051166351,-0.011306987
82XAjl15ja,-0.051166351,0.033754866
Moj9VT87EH,-0.051166351,-0.027519828
WfwAkixrrP,-0.003341189,-0.028579913
mY9L7vUqZW,-0.015796017,-0.086392505
VktpbdpVqu,-0.069514338,0.070167333
tugQxVZpJF,-0.038350791,0.056956584
5yj45yLuOf,-0.034582685,-0.015954767
kzT9TECvCD,-0.040711971,-0.115219181
VCCSmHLQhP,-0.034582685,0.007697784
M1XTPiupkH,0.054193569,0.007094242
TB6vO6nmep,0.025033717,-0.042972907
SPqOXgBaQC,-0.085054232,0.030526124
b1zuGPL85g,-0.085054232,0.039004568
nKH1e9SMOd,-0.151124755,0.031231564
KgRth0eZpd,0.165407855,0.232134484
fYdQiJmIFW,-0.039592938,-0.077493647
tOr35SPa8z,0.014992307,0.025320843
ZLShU0wkgz,-0.005795159,0.099384268
jVP2TFCZgQ,-0.046508866,-0.026228484
ZezaBTakG4,-0.046890433,-0.076852386
O1PEjecmSD,-0.048666427,-0.068373943
97NHYVVOBh,0.13637939,-0.007735667
tOYrULLX1o,-0.133107246,0.056241315
JoPsfDiFcQ,0.024124978,0.084217945
mvylyUGNhq,0.043495002,-0.074359181
Vjs3vMCnKx,-0.02625346,0.021017848
1Kd18GsWOf,-0.002198933,-0.01625829
A3LuD0pS1p,0.211590214,-0.141284566
